fetch_date,title,hf_id,arxiv_id,votes
2024-06-06,Ouroboros3D: Image-to-3D Generation via 3D-aware Recursive Diffusion,2406.03184,2406.03184,22
2024-06-06,"Audio Mamba: Bidirectional State Space Model for Audio Representation
  Learning",2406.03344,2406.03344,21
2024-06-06,"PosterLLaVa: Constructing a Unified Multi-modal Layout Generator with
  LLM",2406.02884,2406.02884,18
2024-06-06,"LiveSpeech: Low-Latency Zero-shot Text-to-Speech via Autoregressive
  Modeling of Audio Discrete Codes",2406.02897,2406.02897,16
2024-06-06,Searching Priors Makes Text-to-Video Synthesis Better,2406.03215,2406.03215,14
2024-06-06,"Scaling Laws for Reward Model Overoptimization in Direct Alignment
  Algorithms",2406.02900,2406.02900,14
2024-06-06,Item-Language Model for Conversational Recommendation,2406.02844,2406.02844,12
2024-06-06,"PLaD: Preference-based Large Language Model Distillation with
  Pseudo-Preference Pairs",2406.02886,2406.02886,11
2024-06-06,Xmodel-LM Technical Report,2406.02856,2406.02856,11
2024-06-07,"ShareGPT4Video: Improving Video Understanding and Generation with Better
  Captions",2406.04325,2406.04325,76
2024-06-07,BitsFusion: 1.99 bits Weight Quantization of Diffusion Model,2406.04333,2406.04333,39
2024-06-07,"Step-aware Preference Optimization: Aligning Preference with Denoising
  Performance at Each Step",2406.04314,2406.04314,31
2024-06-07,"Buffer of Thoughts: Thought-Augmented Reasoning with Large Language
  Models",2406.04271,2406.04271,31
2024-06-07,SF-V: Single Forward Video Generation Model,2406.04324,2406.04324,26
2024-06-07,VideoTetris: Towards Compositional Text-to-Video Generation,2406.04277,2406.04277,26
2024-06-07,"AgentGym: Evolving Large Language Model-based Agents across Diverse
  Environments",2406.04151,2406.04151,23
2024-06-07,pOps: Photo-Inspired Diffusion Operators,2406.01300,2406.01300,18
2024-06-07,Open-Endedness is Essential for Artificial Superhuman Intelligence,2406.04268,2406.04268,13
2024-06-08,"ShareGPT4Video: Improving Video Understanding and Generation with Better
  Captions",2406.04325,2406.04325,76
2024-06-08,BitsFusion: 1.99 bits Weight Quantization of Diffusion Model,2406.04333,2406.04333,39
2024-06-08,"Step-aware Preference Optimization: Aligning Preference with Denoising
  Performance at Each Step",2406.04314,2406.04314,31
2024-06-08,"Buffer of Thoughts: Thought-Augmented Reasoning with Large Language
  Models",2406.04271,2406.04271,31
2024-06-08,SF-V: Single Forward Video Generation Model,2406.04324,2406.04324,26
2024-06-08,VideoTetris: Towards Compositional Text-to-Video Generation,2406.04277,2406.04277,26
2024-06-08,"AgentGym: Evolving Large Language Model-based Agents across Diverse
  Environments",2406.04151,2406.04151,23
2024-06-08,pOps: Photo-Inspired Diffusion Operators,2406.01300,2406.01300,18
2024-06-08,Open-Endedness is Essential for Artificial Superhuman Intelligence,2406.04268,2406.04268,13
2024-06-09,"ShareGPT4Video: Improving Video Understanding and Generation with Better
  Captions",2406.04325,2406.04325,76
2024-06-09,BitsFusion: 1.99 bits Weight Quantization of Diffusion Model,2406.04333,2406.04333,39
2024-06-09,"Step-aware Preference Optimization: Aligning Preference with Denoising
  Performance at Each Step",2406.04314,2406.04314,31
2024-06-09,"Buffer of Thoughts: Thought-Augmented Reasoning with Large Language
  Models",2406.04271,2406.04271,31
2024-06-09,SF-V: Single Forward Video Generation Model,2406.04324,2406.04324,26
2024-06-09,VideoTetris: Towards Compositional Text-to-Video Generation,2406.04277,2406.04277,26
2024-06-09,"AgentGym: Evolving Large Language Model-based Agents across Diverse
  Environments",2406.04151,2406.04151,23
2024-06-09,pOps: Photo-Inspired Diffusion Operators,2406.01300,2406.01300,18
2024-06-09,Open-Endedness is Essential for Artificial Superhuman Intelligence,2406.04268,2406.04268,13
2024-06-10,Mixture-of-Agents Enhances Large Language Model Capabilities,2406.04692,2406.04692,60
2024-06-10,CRAG -- Comprehensive RAG Benchmark,2406.04744,2406.04744,49
2024-06-10,"WildBench: Benchmarking LLMs with Challenging Tasks from Real Users in
  the Wild",2406.04770,2406.04770,31
2024-06-10,GenAI Arena: An Open Evaluation Platform for Generative Models,2406.04485,2406.04485,23
2024-06-10,Large Language Model Confidence Estimation via Black-Box Access,2406.04370,2406.04370,23
2024-06-10,Proofread: Fixes All Errors with One Tap,2406.04523,2406.04523,15
2024-06-10,NATURAL PLAN: Benchmarking LLMs on Natural Language Planning,2406.04520,2406.04520,14
2024-06-10,"Why Has Predicting Downstream Capabilities of Frontier AI Models with
  Scale Remained Elusive?",2406.04391,2406.04391,9
2024-06-10,"Boosting Large-scale Parallel Training Efficiency with C4: A
  Communication-Driven Approach",2406.04594,2406.04594,8
2024-06-11,"Lighting Every Darkness with 3DGS: Fast Training and Real-Time Rendering
  for HDR View Synthesis",2406.06216,2406.06216,229
2024-06-11,"Autoregressive Model Beats Diffusion: Llama for Scalable Image
  Generation",2406.06525,2406.06525,71
2024-06-11,"Husky: A Unified, Open-Source Language Agent for Multi-Step Reasoning",2406.06469,2406.06469,30
2024-06-11,Vript: A Video Is Worth Thousands of Words,2406.06040,2406.06040,30
2024-06-11,Towards a Personal Health Large Language Model,2406.06474,2406.06474,25
2024-06-11,Tx-LLM: A Large Language Model for Therapeutics,2406.06316,2406.06316,21
2024-06-11,"VALL-E 2: Neural Codec Language Models are Human Parity Zero-Shot Text
  to Speech Synthesizers",2406.05370,2406.05370,19
2024-06-11,"Margin-aware Preference Optimization for Aligning Diffusion Models
  without Reference",2406.06424,2406.06424,16
2024-06-11,"ShiftAddLLM: Accelerating Pretrained LLMs via Post-Training
  Multiplication-Less Reparameterization",2406.05981,2406.05981,16
2024-06-11,Unified Text-to-Image Generation and Retrieval,2406.05814,2406.05814,16
2024-06-11,IllumiNeRF: 3D Relighting without Inverse Rendering,2406.06527,2406.06527,13
2024-06-11,MLCM: Multistep Consistency Distillation of Latent Diffusion Model,2406.05768,2406.05768,13
2024-06-11,"ExtraNeRF: Visibility-Aware View Extrapolation of Neural Radiance Fields
  with Diffusion Models",2406.06133,2406.06133,12
2024-06-11,"GTR: Improving Large 3D Reconstruction Models through Geometry and
  Texture Refinement",2406.05649,2406.05649,12
2024-06-12,The Prompt Report: A Systematic Survey of Prompting Techniques,2406.06608,2406.06608,66
2024-06-12,An Image is Worth 32 Tokens for Reconstruction and Generation,2406.07550,2406.07550,60
2024-06-12,McEval: Massively Multilingual Code Evaluation,2406.07436,2406.07436,42
2024-06-12,Zero-shot Image Editing with Reference Imitation,2406.07547,2406.07547,34
2024-06-12,"TextGrad: Automatic ""Differentiation"" via Text",2406.07496,2406.07496,32
2024-06-12,"Improve Mathematical Reasoning in Language Models by Automated Process
  Supervision",2406.06592,2406.06592,30
2024-06-12,"Accessing GPT-4 level Mathematical Olympiad Solutions via Monte Carlo
  Tree Self-refine with LLaMa-3 8B",2406.07394,2406.07394,29
2024-06-12,"Skywork-MoE: A Deep Dive into Training Techniques for Mixture-of-Experts
  Language Models",2406.06563,2406.06563,20
2024-06-12,SEE-2-SOUND: Zero-Shot Spatial Environment-to-Spatial Sound,2406.06612,2406.06612,16
2024-06-12,"4Real: Towards Photorealistic 4D Scene Generation via Video Diffusion
  Models",2406.07472,2406.07472,13
2024-06-12,Simple and Effective Masked Diffusion Language Models,2406.07524,2406.07524,12
2024-06-12,AsyncDiff: Parallelizing Diffusion Models by Asynchronous Denoising,2406.06911,2406.06911,12
2024-06-12,"MedFuzz: Exploring the Robustness of Large Language Models in Medical
  Question Answering",2406.06573,2406.06573,11
2024-06-12,"Separating the ""Chirp"" from the ""Chat"": Self-supervised Visual Grounding
  of Sound and Language",2406.05629,2406.05629,8
2024-06-12,Neural Gaffer: Relighting Any Object via Diffusion,2406.07520,2406.07520,6
2024-06-12,Merging Improves Self-Critique Against Jailbreak Attacks,2406.07188,2406.07188,4
2024-06-13,"Magpie: Alignment Data Synthesis from Scratch by Prompting Aligned LLMs
  with Nothing",2406.08464,2406.08464,70
2024-06-13,"NaRCan: Natural Refined Canonical Image with Integration of Diffusion
  Prior for Video Editing",2406.06523,2406.06523,54
2024-06-13,What If We Recaption Billions of Web Images with LLaMA-3?,2406.08478,2406.08478,42
2024-06-13,"MotionClone: Training-Free Motion Cloning for Controllable Video
  Generation",2406.05338,2406.05338,42
2024-06-13,"Physics3D: Learning Physical Properties of 3D Gaussians via Video
  Diffusion",2406.04338,2406.04338,40
2024-06-13,PowerInfer-2: Fast Large Language Model Inference on a Smartphone,2406.06282,2406.06282,39
2024-06-13,Are We Done with MMLU?,2406.04127,2406.04127,39
2024-06-13,"VideoLLaMA 2: Advancing Spatial-Temporal Modeling and Audio
  Understanding in Video-LLMs",2406.07476,2406.07476,38
2024-06-13,"3D-GRAND: A Million-Scale Dataset for 3D-LLMs with Better Grounding and
  Less Hallucination",2406.05132,2406.05132,31
2024-06-13,"MMWorld: Towards Multi-discipline Multi-faceted World Model Evaluation
  in Videos",2406.08407,2406.08407,29
2024-06-13,"Turbo Sparse: Achieving LLM SOTA Performance with Minimal Activated
  Parameters",2406.05955,2406.05955,28
2024-06-13,"FontStudio: Shape-Adaptive Diffusion Model for Coherent and Consistent
  Font Effect Generation",2406.08392,2406.08392,21
2024-06-13,"AV-DiT: Efficient Audio-Visual Diffusion Transformer for Joint Audio and
  Video Generation",2406.07686,2406.07686,17
2024-06-13,"Discovering Preference Optimization Algorithms with and for Large
  Language Models",2406.08414,2406.08414,16
2024-06-13,Hierarchical Patch Diffusion Models for High-Resolution Video Generation,2406.07792,2406.07792,16
2024-06-13,Beyond LLaVA-HD: Diving into High-Resolution Large Multimodal Models,2406.08487,2406.08487,14
2024-06-13,VCR: Visual Caption Restoration,2406.06462,2406.06462,13
2024-06-13,"Chimera: Effectively Modeling Multivariate Time Series with
  2-Dimensional State Space Models",2406.04320,2406.04320,10
2024-06-13,Large Language Model Unlearning via Embedding-Corrupted Prompts,2406.07933,2406.07933,9
2024-06-13,Hibou: A Family of Foundational Vision Transformers for Pathology,2406.05074,2406.05074,9
2024-06-13,Simplified and Generalized Masked Diffusion for Discrete Data,2406.04329,2406.04329,7
2024-06-14,Depth Anything V2,2406.09414,2406.09414,104
2024-06-14,"An Image is Worth More Than 16x16 Patches: Exploring Transformers on
  Individual Pixels",2406.09415,2406.09415,52
2024-06-14,Transformers meet Neural Algorithmic Reasoners,2406.09308,2406.09308,45
2024-06-14,"Samba: Simple Hybrid State Space Models for Efficient Unlimited Context
  Language Modeling",2406.07522,2406.07522,41
2024-06-14,OpenVLA: An Open-Source Vision-Language-Action Model,2406.09246,2406.09246,40
2024-06-14,"Alleviating Distortion in Image Generation via Multi-Resolution
  Diffusion Models",2406.09416,2406.09416,30
2024-06-14,Test of Time: A Benchmark for Evaluating LLMs on Temporal Reasoning,2406.09170,2406.09170,28
2024-06-14,DiTFastAttn: Attention Compression for Diffusion Transformer Models,2406.08552,2406.08552,26
2024-06-14,"Visual Sketchpad: Sketching as a Visual Chain of Thought for Multimodal
  Language Models",2406.09403,2406.09403,23
2024-06-14,Interpreting the Weight Space of Customized Diffusion Models,2406.09413,2406.09413,20
2024-06-14,"MuirBench: A Comprehensive Benchmark for Robust Multi-image
  Understanding",2406.09411,2406.09411,20
2024-06-14,"HelpSteer2: Open-source dataset for training top-performing reward
  models",2406.08673,2406.08673,19
2024-06-14,mOSCAR: A Large-scale Multilingual and Multimodal Document-level Corpus,2406.08707,2406.08707,17
2024-06-14,"CS-Bench: A Comprehensive Benchmark for Large Language Models towards
  Computer Science Mastery",2406.08587,2406.08587,16
2024-06-14,4M-21: An Any-to-Any Vision Model for Tens of Tasks and Modalities,2406.09406,2406.09406,15
2024-06-14,"EMMA: Your Text-to-Image Diffusion Model Can Secretly Accept Multi-Modal
  Prompts",2406.09162,2406.09162,14
2024-06-14,Explore the Limits of Omni-modal Pretraining at Scale,2406.09412,2406.09412,11
2024-06-14,Cognitively Inspired Energy-Based World Models,2406.08862,2406.08862,10
2024-06-14,"Mistral-C2F: Coarse to Fine Actor for Analytical and Reasoning
  Enhancement in RLHF and Effective-Merged LLMs",2406.08657,2406.08657,10
2024-06-14,"Commonsense-T2I Challenge: Can Text-to-Image Generation Models
  Understand Commonsense?",2406.07546,2406.07546,9
2024-06-14,"TC-Bench: Benchmarking Temporal Compositionality in Text-to-Video and
  Image-to-Video Generation",2406.08656,2406.08656,8
2024-06-14,Real3D: Scaling Up Large Reconstruction Models with Real-World Images,2406.08479,2406.08479,7
2024-06-14,Estimating the Hallucination Rate of Generative AI,2406.07457,2406.07457,7
2024-06-14,"MLKV: Multi-Layer Key-Value Heads for Memory Efficient Transformer
  Decoding",2406.09297,2406.09297,6
2024-06-14,"Language Model Council: Benchmarking Foundation Models on Highly
  Subjective Tasks by Consensus",2406.08598,2406.08598,6
2024-06-14,"CVQA: Culturally-diverse Multilingual Visual Question Answering
  Benchmark",2406.05967,2406.05967,6
2024-06-14,LRM-Zero: Training Large Reconstruction Models with Synthesized Data,2406.09371,2406.09371,5
2024-06-14,"Understanding Hallucinations in Diffusion Models through Mode
  Interpolation",2406.09358,2406.09358,5
2024-06-14,CMC-Bench: Towards a New Paradigm of Visual Signal Compression,2406.09356,2406.09356,5
2024-06-14,"Toffee: Efficient Million-Scale Dataset Construction for Subject-Driven
  Text-to-Image Generation",2406.09305,2406.09305,5
2024-06-15,Depth Anything V2,2406.09414,2406.09414,104
2024-06-15,"An Image is Worth More Than 16x16 Patches: Exploring Transformers on
  Individual Pixels",2406.09415,2406.09415,52
2024-06-15,Transformers meet Neural Algorithmic Reasoners,2406.09308,2406.09308,45
2024-06-15,"Samba: Simple Hybrid State Space Models for Efficient Unlimited Context
  Language Modeling",2406.07522,2406.07522,41
2024-06-15,OpenVLA: An Open-Source Vision-Language-Action Model,2406.09246,2406.09246,40
2024-06-15,"Alleviating Distortion in Image Generation via Multi-Resolution
  Diffusion Models",2406.09416,2406.09416,30
2024-06-15,Test of Time: A Benchmark for Evaluating LLMs on Temporal Reasoning,2406.09170,2406.09170,28
2024-06-15,DiTFastAttn: Attention Compression for Diffusion Transformer Models,2406.08552,2406.08552,26
2024-06-15,"Visual Sketchpad: Sketching as a Visual Chain of Thought for Multimodal
  Language Models",2406.09403,2406.09403,23
2024-06-15,Interpreting the Weight Space of Customized Diffusion Models,2406.09413,2406.09413,20
2024-06-15,"MuirBench: A Comprehensive Benchmark for Robust Multi-image
  Understanding",2406.09411,2406.09411,20
2024-06-15,"HelpSteer2: Open-source dataset for training top-performing reward
  models",2406.08673,2406.08673,19
2024-06-15,mOSCAR: A Large-scale Multilingual and Multimodal Document-level Corpus,2406.08707,2406.08707,17
2024-06-15,"CS-Bench: A Comprehensive Benchmark for Large Language Models towards
  Computer Science Mastery",2406.08587,2406.08587,16
2024-06-15,4M-21: An Any-to-Any Vision Model for Tens of Tasks and Modalities,2406.09406,2406.09406,15
2024-06-15,"EMMA: Your Text-to-Image Diffusion Model Can Secretly Accept Multi-Modal
  Prompts",2406.09162,2406.09162,14
2024-06-15,Explore the Limits of Omni-modal Pretraining at Scale,2406.09412,2406.09412,11
2024-06-15,Cognitively Inspired Energy-Based World Models,2406.08862,2406.08862,10
2024-06-15,"Mistral-C2F: Coarse to Fine Actor for Analytical and Reasoning
  Enhancement in RLHF and Effective-Merged LLMs",2406.08657,2406.08657,10
2024-06-15,"Commonsense-T2I Challenge: Can Text-to-Image Generation Models
  Understand Commonsense?",2406.07546,2406.07546,9
2024-06-15,"TC-Bench: Benchmarking Temporal Compositionality in Text-to-Video and
  Image-to-Video Generation",2406.08656,2406.08656,8
2024-06-15,Real3D: Scaling Up Large Reconstruction Models with Real-World Images,2406.08479,2406.08479,7
2024-06-15,Estimating the Hallucination Rate of Generative AI,2406.07457,2406.07457,7
2024-06-15,"MLKV: Multi-Layer Key-Value Heads for Memory Efficient Transformer
  Decoding",2406.09297,2406.09297,6
2024-06-15,"Language Model Council: Benchmarking Foundation Models on Highly
  Subjective Tasks by Consensus",2406.08598,2406.08598,6
2024-06-15,"CVQA: Culturally-diverse Multilingual Visual Question Answering
  Benchmark",2406.05967,2406.05967,6
2024-06-15,LRM-Zero: Training Large Reconstruction Models with Synthesized Data,2406.09371,2406.09371,5
2024-06-15,"Understanding Hallucinations in Diffusion Models through Mode
  Interpolation",2406.09358,2406.09358,5
2024-06-15,CMC-Bench: Towards a New Paradigm of Visual Signal Compression,2406.09356,2406.09356,5
2024-06-15,"Toffee: Efficient Million-Scale Dataset Construction for Subject-Driven
  Text-to-Image Generation",2406.09305,2406.09305,5
2024-06-16,Depth Anything V2,2406.09414,2406.09414,104
2024-06-16,"An Image is Worth More Than 16x16 Patches: Exploring Transformers on
  Individual Pixels",2406.09415,2406.09415,52
2024-06-16,Transformers meet Neural Algorithmic Reasoners,2406.09308,2406.09308,45
2024-06-16,"Samba: Simple Hybrid State Space Models for Efficient Unlimited Context
  Language Modeling",2406.07522,2406.07522,41
2024-06-16,OpenVLA: An Open-Source Vision-Language-Action Model,2406.09246,2406.09246,40
2024-06-16,"Alleviating Distortion in Image Generation via Multi-Resolution
  Diffusion Models",2406.09416,2406.09416,30
2024-06-16,Test of Time: A Benchmark for Evaluating LLMs on Temporal Reasoning,2406.09170,2406.09170,28
2024-06-16,DiTFastAttn: Attention Compression for Diffusion Transformer Models,2406.08552,2406.08552,26
2024-06-16,"Visual Sketchpad: Sketching as a Visual Chain of Thought for Multimodal
  Language Models",2406.09403,2406.09403,23
2024-06-16,Interpreting the Weight Space of Customized Diffusion Models,2406.09413,2406.09413,20
2024-06-16,"MuirBench: A Comprehensive Benchmark for Robust Multi-image
  Understanding",2406.09411,2406.09411,20
2024-06-16,"HelpSteer2: Open-source dataset for training top-performing reward
  models",2406.08673,2406.08673,19
2024-06-16,mOSCAR: A Large-scale Multilingual and Multimodal Document-level Corpus,2406.08707,2406.08707,17
2024-06-16,"CS-Bench: A Comprehensive Benchmark for Large Language Models towards
  Computer Science Mastery",2406.08587,2406.08587,16
2024-06-16,4M-21: An Any-to-Any Vision Model for Tens of Tasks and Modalities,2406.09406,2406.09406,15
2024-06-16,"EMMA: Your Text-to-Image Diffusion Model Can Secretly Accept Multi-Modal
  Prompts",2406.09162,2406.09162,14
2024-06-16,Explore the Limits of Omni-modal Pretraining at Scale,2406.09412,2406.09412,11
2024-06-16,Cognitively Inspired Energy-Based World Models,2406.08862,2406.08862,10
2024-06-16,"Mistral-C2F: Coarse to Fine Actor for Analytical and Reasoning
  Enhancement in RLHF and Effective-Merged LLMs",2406.08657,2406.08657,10
2024-06-16,"Commonsense-T2I Challenge: Can Text-to-Image Generation Models
  Understand Commonsense?",2406.07546,2406.07546,9
2024-06-16,"TC-Bench: Benchmarking Temporal Compositionality in Text-to-Video and
  Image-to-Video Generation",2406.08656,2406.08656,8
2024-06-16,Real3D: Scaling Up Large Reconstruction Models with Real-World Images,2406.08479,2406.08479,7
2024-06-16,Estimating the Hallucination Rate of Generative AI,2406.07457,2406.07457,7
2024-06-16,"MLKV: Multi-Layer Key-Value Heads for Memory Efficient Transformer
  Decoding",2406.09297,2406.09297,6
2024-06-16,"Language Model Council: Benchmarking Foundation Models on Highly
  Subjective Tasks by Consensus",2406.08598,2406.08598,6
2024-06-16,"CVQA: Culturally-diverse Multilingual Visual Question Answering
  Benchmark",2406.05967,2406.05967,6
2024-06-16,LRM-Zero: Training Large Reconstruction Models with Synthesized Data,2406.09371,2406.09371,5
2024-06-16,"Understanding Hallucinations in Diffusion Models through Mode
  Interpolation",2406.09358,2406.09358,5
2024-06-16,CMC-Bench: Towards a New Paradigm of Visual Signal Compression,2406.09356,2406.09356,5
2024-06-16,"Toffee: Efficient Million-Scale Dataset Construction for Subject-Driven
  Text-to-Image Generation",2406.09305,2406.09305,5
2024-06-17,"XLand-100B: A Large-Scale Multi-Task Dataset for In-Context
  Reinforcement Learning",2406.08973,2406.08973,90
2024-06-17,"Make It Count: Text-to-Image Generation with an Accurate Number of
  Objects",2406.10210,2406.10210,79
2024-06-17,"ChartMimic: Evaluating LMM's Cross-Modal Reasoning Capability via
  Chart-to-Code Generation",2406.09961,2406.09961,56
2024-06-17,Needle In A Multimodal Haystack,2406.07230,2406.07230,55
2024-06-17,"BABILong: Testing the Limits of LLMs with Long Context
  Reasoning-in-a-Haystack",2406.10149,2406.10149,53
2024-06-17,"SEACrowd: A Multilingual Multimodal Data Hub and Benchmark Suite for
  Southeast Asian Languages",2406.10118,2406.10118,33
2024-06-17,"OmniCorpus: A Unified Multimodal Corpus of 10 Billion-Level Images
  Interleaved with Text",2406.08418,2406.08418,31
2024-06-17,"GUI Odyssey: A Comprehensive Dataset for Cross-App GUI Navigation on
  Mobile Devices",2406.08451,2406.08451,26
2024-06-17,"Glyph-ByT5-v2: A Strong Aesthetic Baseline for Accurate Multilingual
  Visual Text Rendering",2406.10208,2406.10208,22
2024-06-17,GEB-1.3B: Open Lightweight Large Language Model,2406.09900,2406.09900,21
2024-06-17,Training-free Camera Control for Video Generation,2406.10126,2406.10126,12
2024-06-17,Designing a Dashboard for Transparency and Control of Conversational AI,2406.07882,2406.07882,12
2024-06-17,VideoGUI: A Benchmark for GUI Automation from Instructional Videos,2406.10227,2406.10227,9
2024-06-17,"Rethinking Human Evaluation Protocol for Text-to-Video Models: Enhancing
  Reliability,Reproducibility, and Practicality",2406.08845,2406.08845,9
2024-06-17,"Be like a Goldfish, Don't Memorize! Mitigating Memorization in
  Generative LLMs",2406.10209,2406.10209,8
2024-06-17,Vivid-ZOO: Multi-View Video Generation with Diffusion Model,2406.08659,2406.08659,8
2024-06-17,"AV-GS: Learning Material and Geometry Aware Priors for Novel View
  Acoustic Synthesis",2406.08920,2406.08920,7
2024-06-17,RVT-2: Learning Precise Manipulation from Few Demonstrations,2406.08545,2406.08545,7
2024-06-17,GaussianSR: 3D Gaussian Super-Resolution with 2D Diffusion Priors,2406.10111,2406.10111,6
2024-06-17,Decoding the Diversity: A Review of the Indic AI Research Landscape,2406.09559,2406.09559,5
2024-06-17,"MaskLID: Code-Switching Language Identification through Iterative
  Masking",2406.06263,2406.06263,5
2024-06-18,"MMDU: A Multi-Turn Multi-Image Dialog Understanding Benchmark and
  Instruction-Tuning Dataset for LVLMs",2406.11833,2406.11833,64
2024-06-18,"DataComp-LM: In search of the next generation of training sets for
  language models",2406.11794,2406.11794,54
2024-06-18,In-Context Editing: Learning Knowledge from Self-Induced Distributions,2406.11194,2406.11194,44
2024-06-18,"mDPO: Conditional Preference Optimization for Multimodal Large Language
  Models",2406.11839,2406.11839,40
2024-06-18,"THEANINE: Revisiting Memory Management in Long-term Conversations with
  Timeline-augmented Response Generation",2406.10996,2406.10996,36
2024-06-18,"MeshAnything: Artist-Created Mesh Generation with Autoregressive
  Transformers",2406.10163,2406.10163,34
2024-06-18,"How Do Large Language Models Acquire Factual Knowledge During
  Pretraining?",2406.11813,2406.11813,32
2024-06-18,VideoLLM-online: Online Video Large Language Model for Streaming Video,2406.11816,2406.11816,25
2024-06-18,"GAMA: A Large Audio-Language Model with Advanced Audio Understanding and
  Complex Reasoning Abilities",2406.11768,2406.11768,23
2024-06-18,"Exploring the Role of Large Language Models in Prompt Encoding for
  Diffusion Models",2406.11831,2406.11831,22
2024-06-18,"MINT-1T: Scaling Open-Source Multimodal Data by 10x: A Multimodal
  Dataset with One Trillion Tokens",2406.11271,2406.11271,21
2024-06-18,LLaNA: Large Language and NeRF Assistant,2406.11840,2406.11840,18
2024-06-18,From Pixels to Prose: A Large Dataset of Dense Image Captions,2406.10328,2406.10328,18
2024-06-18,WPO: Enhancing RLHF with Weighted Preference Optimization,2406.11827,2406.11827,15
2024-06-18,"Pandora: Towards General World Model with Natural Language Actions and
  Video States",2406.09455,2406.09455,15
2024-06-18,"A Simple and Effective L_2 Norm-Based Strategy for KV Cache
  Compression",2406.11430,2406.11430,14
2024-06-18,"WildVision: Evaluating Vision-Language Models in the Wild with Human
  Preferences",2406.11069,2406.11069,14
2024-06-18,L4GM: Large 4D Gaussian Reconstruction Model,2406.10324,2406.10324,13
2024-06-18,Unifying Multimodal Retrieval via Document Screenshot Embedding,2406.11251,2406.11251,10
2024-06-18,Task Me Anything,2406.11775,2406.11775,8
2024-06-18,Vid3D: Synthesis of Dynamic 3D Scenes using 2D Video Diffusion,2406.11196,2406.11196,8
2024-06-18,Just How Flexible are Neural Networks in Practice?,2406.11463,2406.11463,7
2024-06-18,"Humor in AI: Massive Scale Crowd-Sourced Preferences and Benchmarks for
  Cartoon Captioning",2406.10522,2406.10522,7
2024-06-18,"Evaluating Open Language Models Across Task Types, Application Domains,
  and Reasoning Types: An In-Depth Experimental Analysis",2406.11402,2406.11402,6
2024-06-18,Breaking the Attention Bottleneck,2406.10906,2406.10906,4
2024-06-18,"HiddenTables & PyQTax: A Cooperative Game and Dataset For TableQA to
  Ensure Scale and Data Privacy Across a Myriad of Taxonomies",2406.10803,2406.10803,4
2024-06-18,"CoLoR-Filter: Conditional Loss Reduction Filtering for Targeted Language
  Model Pre-training",2406.10670,2406.10670,4
2024-06-18,"Consistency^2: Consistent and Fast 3D Painting with Latent Consistency
  Models",2406.11202,2406.11202,3
2024-06-18,"Deep Bayesian Active Learning for Preference Modeling in Large Language
  Models",2406.10023,2406.10023,2
2024-06-19,Mixture-of-Subspaces in Low-Rank Adaptation,2406.11909,2406.11909,109
2024-06-19,"DeepSeek-Coder-V2: Breaking the Barrier of Closed-Source Models in Code
  Intelligence",2406.11931,2406.11931,65
2024-06-19,"Depth Anywhere: Enhancing 360 Monocular Depth Estimation via Perspective
  Distillation and Unlabeled Data Augmentation",2406.12849,2406.12849,51
2024-06-19,Bootstrapping Language Models with DPO Implicit Rewards,2406.09760,2406.09760,41
2024-06-19,TroL: Traversal of Layers for Large Language and Vision Models,2406.12246,2406.12246,36
2024-06-19,"ChatGLM: A Family of Large Language Models from GLM-130B to GLM-4 All
  Tools",2406.12793,2406.12793,34
2024-06-19,VoCo-LLaMA: Towards Vision Compression with Large Language Models,2406.12275,2406.12275,32
2024-06-19,"AgileCoder: Dynamic Collaborative Agents for Software Development based
  on Agile Methodology",2406.11912,2406.11912,28
2024-06-19,"From RAGs to rich parameters: Probing how language models utilize
  external knowledge over parametric information for factual queries",2406.12824,2406.12824,21
2024-06-19,"Learn Beyond The Answer: Training Language Models with Reflection for
  Mathematical Reasoning",2406.12050,2406.12050,19
2024-06-19,"SafeInfer: Context Adaptive Decoding Time Safety Alignment for Large
  Language Models",2406.12274,2406.12274,16
2024-06-19,"RepLiQA: A Question-Answering Dataset for Benchmarking LLMs on Unseen
  Reference Content",2406.11811,2406.11811,16
2024-06-19,"Safety Arithmetic: A Framework for Test-time Safety Alignment of
  Language Models by Steering Parameters and Activations",2406.11801,2406.11801,16
2024-06-19,Tokenization Falling Short: The Curse of Tokenization,2406.11687,2406.11687,16
2024-06-19,"Benchmarking Multi-Image Understanding in Vision and Language Models:
  Perception, Knowledge, Reasoning, and Multi-Hop Reasoning",2406.12742,2406.12742,15
2024-06-19,"OlympicArena: Benchmarking Multi-discipline Cognitive Reasoning for
  Superintelligent AI",2406.12753,2406.12753,14
2024-06-19,"HumanSplat: Generalizable Single-Image Human Gaussian Splatting with
  Structure Priors",2406.12459,2406.12459,12
2024-06-19,Large Scale Transfer Learning for Tabular Data via Language Modeling,2406.12031,2406.12031,9
2024-06-19,"Estimating Knowledge in Large Language Models Without Generating a
  Single Token",2406.12673,2406.12673,8
2024-06-19,"Language Models are Surprisingly Fragile to Drug Names in Biomedical
  Benchmarks",2406.12066,2406.12066,8
2024-06-19,"Not All Prompts Are Made Equal: Prompt-based Pruning of Text-to-Image
  Diffusion Models",2406.12042,2406.12042,8
2024-06-19,"From Crowdsourced Data to High-Quality Benchmarks: Arena-Hard and
  BenchBuilder Pipeline",2406.11939,2406.11939,8
